,brand,efficancy_long,efficancy_short,lavant,presentation,product,quality,rincable,smell,texture,chemical,chemical_name
6542,givenchy,,,,3.9,Acti'Mine - Base Complexion,3.3,,,4.3,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
6866,givenchy,,,,5.0,Lip Beautifier,1.0,,,3.0,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
6885,givenchy,,,,5.0,Compact Matmate,2.5,,,4.8,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
7721,givenchy,,,,4.6,Black Mask,2.0,,3.8,4.4,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
8306,givenchy,,,,4.9,Prismissime Eyes,3.9,,,4.8,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
8513,givenchy,,,,4.6,Loose Powder Quartet Air Sensation,3.9,,,4.8,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
8759,givenchy,,,,4.6,Parad'Eyes Liner,4.1,,,4.5,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
9346,givenchy,,,,4.6,Prismissime Arty Eye Palette,2.5,,,3.5,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
9747,givenchy,,,,4.7,Arty Color - Prisme Again!,3.3,,,4.5,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
9982,givenchy,,,,4.1,Base Foundation Creme - Skin Tonic,4.3,,,4.9,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
10124,givenchy,3.4,3.8,,3.9,Genereuse Creme for Body - Angel or Demon,3.1,,4.2,3.9,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
10356,givenchy,3.7,4.3,,4.4,Sensation Body Veil - Very Irresistible,3.2,,4.3,4.3,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
10934,givenchy,3.0,5.0,,4.0,Skin Drink Serum,3.0,,4.0,5.0,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
11516,givenchy,,,,,Eye Fly Mascara,3.3,,,,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
11548,givenchy,,,,4.7,Red prohibited,3.4,,,4.5,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
11549,givenchy,,,,4.4,"Varnish, Please!",2.8,,,3.4,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
11551,givenchy,,,,4.5,Prismissime,3.0,,,4.0,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
11619,givenchy,,,,4.3,Logo Sunkissed Powder,4.7,,,5.0,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
11676,givenchy,4.0,4.3,,4.7,Lady Pulp,3.7,,4.3,4.3,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
12857,givenchy,,,,4.8,Lip Lip Shine!,4.0,,,4.8,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
12858,givenchy,,,,4.4,Lady Pulp,3.4,,,4.6,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
12896,givenchy,,,,4.7,Eyebrow Show,3.3,,,4.3,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
13134,givenchy,,,,5.0,Scrub Massage - No Complex,3.0,,5.0,4.0,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
13135,givenchy,,,,4.6,Creme Buttocks Thighs - No Complex,3.4,,5.0,4.8,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
13136,givenchy,,,,4.3,Fluid Belly Size - No Complex,1.3,,3.5,4.0,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
13137,givenchy,4.0,4.0,,5.0,Bath Hydration - No Complex,4.0,,5.0,4.0,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
13138,givenchy,1.0,2.0,,2.0,Bust Serum - No Complex,1.0,,3.0,1.0,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
13209,givenchy,,,,4.8,Secret Blush - Prisme Again,4.4,,,4.6,1333-86-4,"Carbon black (airborne, unbound particles of respirable size)"
8997,kiss,,,,3.7,French Manicure Kit Natural,4.3,,,4.3,25013-16-5,Butylated hydroxyanisole
57,sephora,3.2,4.0,,4.2,Lip balm - Sephora Girls,4.0,,4.0,4.0,13463-67-7,Titanium dioxide
544,sephora,,,4.0,4.1,Shower Creme - Sephora Bath,3.5,4.2,4.2,4.0,13463-67-7,Titanium dioxide
619,sephora,,,,4.3,Hands' Doctor,4.0,,3.8,4.3,13463-67-7,Titanium dioxide
800,sephora,2.9,3.4,,4.0,Save My Lips!,3.3,,3.2,3.2,13463-67-7,Titanium dioxide
936,sephora,,,,5.0,Powder Illuminator,5.0,,,5.0,13463-67-7,Titanium dioxide
1083,sephora,,,,4.3,Compact Bronzing Powder,4.3,,,4.8,13463-67-7,Titanium dioxide
1098,sephora,,,,3.0,Base Balancing Complexion,3.2,,,3.3,13463-67-7,Titanium dioxide
1099,sephora,,,,3.0,Fluid Foundation,4.0,,,4.0,13463-67-7,Titanium dioxide
1101,sephora,,,,3.5,Blush,4.1,,,4.2,13463-67-7,Titanium dioxide
1155,sephora,,,,4.7,My Shampoo Pim Pam Pom - Sephora Kids,3.4,,3.9,4.1,13463-67-7,Titanium dioxide
1170,sephora,,,,,Empty Bottle - Sephora Express,4.5,,,,13463-67-7,Titanium dioxide
1171,sephora,,,,,Empty Pot - Sephora Express,4.3,,,,13463-67-7,Titanium dioxide
1192,sephora,3.3,3.6,,3.9,Freeze drying Imperfections Stop The Spot!,3.8,,3.2,3.8,13463-67-7,Titanium dioxide
1205,sephora,3.1,3.8,,4.0,Tinted Moisturizer SPF 15,3.6,,3.3,3.7,13463-67-7,Titanium dioxide
1230,sephora,,,,3.6,Creme Scrub - White,3.1,,2.9,3.7,13463-67-7,Titanium dioxide
1258,sephora,,,,,Mini XXL Lash Curler Eyes! - Sephora Express,1.9,,,,13463-67-7,Titanium dioxide
1365,sephora,,,,4.0,Self-tanning wipes Tropical Look!,4.3,,3.3,4.3,13463-67-7,Titanium dioxide
1404,sephora,,,,4.3,Vernis Nail Lacquer,3.7,,,3.9,13463-67-7,Titanium dioxide
1427,sephora,,,,3.9,Plumping Gloss,4.0,,,4.3,13463-67-7,Titanium dioxide
1492,sephora,,,,,Relief Powder Brush,4.2,,,,13463-67-7,Titanium dioxide
1636,sephora,,,,4.4,French Manicure Kit,3.2,,,3.4,13463-67-7,Titanium dioxide
1668,sephora,,,,4.1,Blanc pen Nails,2.9,,,2.8,13463-67-7,Titanium dioxide
1670,sephora,,,,,Coussinnettes Mousse,4.1,,,,13463-67-7,Titanium dioxide
1793,sephora,,,,4.2,Eyeliner,4.1,,,4.0,13463-67-7,Titanium dioxide
1794,sephora,2.6,3.2,3.6,3.7,Volumizing Shampoo - Sephora Professional,3.2,3.7,3.8,3.6,13463-67-7,Titanium dioxide
1817,sephora,,,,,Blush Brush,4.3,,,,13463-67-7,Titanium dioxide
1818,sephora,,,,,Bronzer Brush,4.4,,,,13463-67-7,Titanium dioxide
1820,sephora,,,,,Brush Concealer,3.9,,,,13463-67-7,Titanium dioxide
1836,sephora,,,,,Shadow Brush Fine Paupieres,4.2,,,,13463-67-7,Titanium dioxide
1837,sephora,,,,,Flat foam applicator,4.4,,,,13463-67-7,Titanium dioxide
1838,sephora,,,,,Foam applicator brush Obus,4.3,,,,13463-67-7,Titanium dioxide
1840,sephora,,,,,Large Shadow Brush Natural Paupieres,4.6,,,,13463-67-7,Titanium dioxide
1841,sephora,,,,,Eyeliner Brush,4.3,,,,13463-67-7,Titanium dioxide
1842,sephora,,,,,Large Shadow Brush Synthetic Paupieres,4.5,,,,13463-67-7,Titanium dioxide
1843,sephora,,,,,Retractable Lip Brush,2.5,,,,13463-67-7,Titanium dioxide
1858,sephora,,,,4.3,Palette Eyebrow,4.3,,,4.3,13463-67-7,Titanium dioxide
1859,sephora,,,,4.7,Palette Eyes and Complexion,4.0,,,,13463-67-7,Titanium dioxide
1873,sephora,,,,4.3,Eye Dew - Creme Eyeshadow,4.2,,,3.9,13463-67-7,Titanium dioxide
1919,sephora,,,,4.3,Freshness Cleansing Milk,3.9,,3.8,3.8,13463-67-7,Titanium dioxide
1920,sephora,,,,4.6,Cleansing Express Eye,4.3,,,4.3,13463-67-7,Titanium dioxide
1921,sephora,,,,,Mini Vapo Bag Just a Pschitt!,3.5,,,,13463-67-7,Titanium dioxide
1934,sephora,2.5,3.0,3.7,3.8,Nourishing Shampoo - Sephora Professional,2.5,3.6,2.5,3.7,13463-67-7,Titanium dioxide
1935,sephora,,,,,Nipper Crab Pointe Hair Be Removed,4.5,,,,13463-67-7,Titanium dioxide
1936,sephora,,,,,Waterproof Mascara,2.0,,,,13463-67-7,Titanium dioxide
1937,sephora,,,,,Mascara Lengthening and Curling,2.7,,,,13463-67-7,Titanium dioxide
1939,sephora,,,,,Curling Mascara,3.0,,,,13463-67-7,Titanium dioxide
1945,sephora,,,,,Milky Vanilla Home Fragrance - Sephora Interiors,2.7,,4.7,,13463-67-7,Titanium dioxide
1946,sephora,,,,4.4,Corrective Foundation Palette,4.2,,,4.4,13463-67-7,Titanium dioxide
1947,sephora,,,,3.7,Lip gloss has Technique,3.4,,,3.0,13463-67-7,Titanium dioxide
2065,sephora,3.5,4.0,,4.0,Lotion Silky Body - Fleur de Sephora,4.0,,5.0,4.5,13463-67-7,Titanium dioxide
2135,sephora,4.1,4.6,,3.8,Lip balm Very Comprehensive - Sephora Professional,4.3,,4.5,4.4,13463-67-7,Titanium dioxide
2197,sephora,,,,,Make Up Kit,2.3,,,,13463-67-7,Titanium dioxide
2198,sephora,,,,,Complete Kit Makeup - Sephora Professional,3.8,,,,13463-67-7,Titanium dioxide
2199,sephora,,,,,Very Small Metal Case Model,4.5,,,,13463-67-7,Titanium dioxide
2200,sephora,,,,,Just a Touch! - Sephora Express,4.2,,,,13463-67-7,Titanium dioxide
2292,sephora,,,,3.5,Powder Foundation,2.3,,,2.7,13463-67-7,Titanium dioxide
2299,sephora,,,,4.8,My Khol Liiiner - Sephora Piiink,3.7,,,4.1,13463-67-7,Titanium dioxide
2310,sephora,,,,4.1,Base Zero Gloss - Sephora Professional,3.3,,,4.0,13463-67-7,Titanium dioxide
2356,sephora,,,,,Kabuki Powder Brush Round,3.7,,,,13463-67-7,Titanium dioxide
2357,sephora,,,,,Powder Brush,4.0,,,,13463-67-7,Titanium dioxide
2484,sephora,,,,,So Practical! - Sephora Express,3.3,,,,13463-67-7,Titanium dioxide
2566,sephora,,,,4.3,My Lip Shiine - Sephora Piiink,4.5,,,4.3,13463-67-7,Titanium dioxide
2583,sephora,,,,,Professional Case,2.5,,,,13463-67-7,Titanium dioxide
2623,sephora,3.8,4.2,,3.9,Milk Velvet Body - Sephora Brown,3.9,,4.6,4.3,13463-67-7,Titanium dioxide
2651,sephora,3.7,4.0,,4.3,Body Mousse Delice,3.5,,4.3,4.0,13463-67-7,Titanium dioxide
2668,sephora,,,4.1,4.6,Box Bath - Madly Chocolate!,3.8,4.3,4.2,4.3,13463-67-7,Titanium dioxide
2723,sephora,3.8,4.3,,3.9,Repairing Mask Care - Sephora Professional,3.9,,4.0,4.2,13463-67-7,Titanium dioxide
2725,sephora,,,,,Voodoo Princess Vanity,4.0,,,,13463-67-7,Titanium dioxide
2765,sephora,3.0,3.9,3.3,3.9,Dry Shampoo Dry Cleaning! - Sephora Express,3.1,3.2,2.7,3.5,13463-67-7,Titanium dioxide
2868,sephora,,,,4.2,Powder Illuminator Complexion,4.1,,,4.3,13463-67-7,Titanium dioxide
2896,sephora,,,,3.7,Bath Powder,2.6,3.2,3.2,2.7,13463-67-7,Titanium dioxide
2902,sephora,,,3.9,3.6,Bathroom Shower - Madly Chocolate!,3.2,3.8,4.2,3.9,13463-67-7,Titanium dioxide
2948,sephora,3.9,4.4,,4.3,Body Creme - Chocolate Madly!,4.1,,4.4,4.6,13463-67-7,Titanium dioxide
2979,sephora,,,,,Polisher 4 Faces,2.7,,,,13463-67-7,Titanium dioxide
2986,sephora,,,,4.9,My Priiincess Powder - Sephora Piiink,4.0,,,4.9,13463-67-7,Titanium dioxide
3019,sephora,,,,4.1,Body Scrub - Madly Chocolate!,4.2,,4.5,4.4,13463-67-7,Titanium dioxide
3165,sephora,,,,3.7,Eye patches Relaxing Cool Cucumber Eyes!,2.8,,4.1,3.4,13463-67-7,Titanium dioxide
3453,sephora,,,,,Eyelash curler,2.4,,,,13463-67-7,Titanium dioxide
3470,sephora,,,,,Make Up Sticks has,4.2,,,,13463-67-7,Titanium dioxide
3504,sephora,,,,4.1,Base Perfect Lips,2.5,,,3.8,13463-67-7,Titanium dioxide
3511,sephora,,,,3.8,Legs Legs Spray Cool!,3.7,,3.7,4.0,13463-67-7,Titanium dioxide
3600,sephora,,,,,Pliers Right Pointe Fine Hair Be Removed,3.6,,,,13463-67-7,Titanium dioxide
3623,sephora,,,,3.4,Transparent Base,3.6,,,3.3,13463-67-7,Titanium dioxide
3663,sephora,,,,,Mini Paint! - Sephora Express,4.8,,,,13463-67-7,Titanium dioxide
3667,sephora,,,,3.5,Tonic Zero Default - Sephora Professional,3.4,,4.0,4.2,13463-67-7,Titanium dioxide
3676,sephora,,,,3.5,Nacres,4.0,,,4.3,13463-67-7,Titanium dioxide
3732,sephora,,,,4.4,Moisturizing Gel Face - Men Sephora,4.0,,4.4,4.3,13463-67-7,Titanium dioxide
3868,sephora,,,,,Kit Bag Small Model,4.6,,,,13463-67-7,Titanium dioxide
3869,sephora,,,,4.2,Lip Gloss Palette,3.8,,,4.0,13463-67-7,Titanium dioxide
3934,sephora,,,,5.0,My Glossiii Pencil - Sephora Piiink,4.3,,,4.7,13463-67-7,Titanium dioxide
4035,sephora,,,,4.3,"Makeup Palette Eyes, Lips and Complexion",2.6,,,,13463-67-7,Titanium dioxide
4307,sephora,,,,,Retractable Powder Brush,3.6,,,,13463-67-7,Titanium dioxide
4360,sephora,,,,,Refrigerant Relaxing Mask for Eyes,3.2,,,,13463-67-7,Titanium dioxide
4391,sephora,,,,,Travel Set - Sephora Express,4.8,,,,13463-67-7,Titanium dioxide
4417,sephora,,,,4.4,Fresh Breath Spray Kiss Me Baby! - Sephora Express,3.4,,,4.2,13463-67-7,Titanium dioxide
4418,sephora,,,,3.9,Plumping Gloss,2.5,,,3.8,13463-67-7,Titanium dioxide
4462,sephora,3.0,3.2,3.7,4.5,Toning Shampoo - Sephora Professional,2.3,4.0,3.5,4.5,13463-67-7,Titanium dioxide
4474,sephora,3.6,4.2,,3.9,Gold Glitter Body Oil,3.7,,4.2,3.9,13463-67-7,Titanium dioxide
4498,sephora,,,,,Fantastic Color Mascara,2.8,,,,13463-67-7,Titanium dioxide
4499,sephora,,,,,Black mascara My Iiideal Mascara - Sephora Piiink,3.1,,,,13463-67-7,Titanium dioxide
4711,sephora,,,,4.0,Bag of Bath Pearls 18 - Madly Chocolate,2.0,1.6,1.9,1.6,13463-67-7,Titanium dioxide
4719,sephora,,,,4.2,Long Lasting Eyeliner,4.0,,,4.3,13463-67-7,Titanium dioxide
4809,sephora,,,2.7,4.7,Chocolate Bar Soap - Madly Chocolate,2.1,2.8,2.2,2.9,13463-67-7,Titanium dioxide
4953,sephora,,,2.8,4.0,Shower Mousse - Sephora Girls,2.3,3.4,3.6,3.6,13463-67-7,Titanium dioxide
4959,sephora,,,,3.9,Light Touch Illuminator,3.2,,,3.8,13463-67-7,Titanium dioxide
4960,sephora,,,,3.7,Shadow Creme Irisee,3.4,,,3.9,13463-67-7,Titanium dioxide
4962,sephora,,,,4.7,My French Maniiicure - Sephora Piiink,3.3,,,3.7,13463-67-7,Titanium dioxide
4972,sephora,,,,4.4,Jumbo Lip Pencil,4.1,,,4.0,13463-67-7,Titanium dioxide
4973,sephora,,,,3.8,My Hiiighlighting Secret - Sephora Piiink,4.2,,,4.5,13463-67-7,Titanium dioxide
4974,sephora,,,,4.0,Radical Eyes and Lips Makeup Remover - Sephora Professional,2.8,,,2.9,13463-67-7,Titanium dioxide
5076,sephora,,,,4.6,Mini Oasis! - Sephora Express,4.2,,4.6,4.7,13463-67-7,Titanium dioxide
5099,sephora,,,,,Pencil Sharpener with 1 Hole Reservoir,3.5,,,,13463-67-7,Titanium dioxide
5129,sephora,,,,,Pop Up Brush,4.5,,,,13463-67-7,Titanium dioxide
5130,sephora,,,,,Limes Nail Emery,3.5,,,,13463-67-7,Titanium dioxide
5136,sephora,,,,4.1,Powder Illuminator,4.3,,,4.5,13463-67-7,Titanium dioxide
5194,sephora,,,,4.0,Remover Wipes Make It Easy! - Sephora Express,2.7,,3.3,3.2,13463-67-7,Titanium dioxide
5265,sephora,,,,4.6,My Triiicky Eyeshadow - Sephora Piiink,4.3,,,4.1,13463-67-7,Titanium dioxide
5314,sephora,,,,3.3,Harmonica Set Gloss,2.3,,,2.7,13463-67-7,Titanium dioxide
5328,sephora,,,,4.1,Disk Bronzing Powder,3.9,,,4.1,13463-67-7,Titanium dioxide
5329,sephora,2.5,2.7,,3.5,Super Eye Contour Lifter - Sephora Professional,2.8,,3.4,3.7,13463-67-7,Titanium dioxide
5330,sephora,,,,3.8,Miiistic My Shadow - Sephora Piiink,3.8,,,4.5,13463-67-7,Titanium dioxide
5331,sephora,2.3,3.3,,3.9,Set Gloss plumping,2.3,,2.8,3.7,13463-67-7,Titanium dioxide
5332,sephora,,,,4.4,Gloss Keychain - Sephora Girls,3.0,,,2.8,13463-67-7,Titanium dioxide
5333,sephora,1.1,1.4,,3.3,Lip plumping for Flash,1.1,,2.2,2.7,13463-67-7,Titanium dioxide
5334,sephora,,,,4.8,Deluxe Makeup Palette,4.6,,,,13463-67-7,Titanium dioxide
5335,sephora,3.9,4.2,,3.6,Rest Extreme Creme - Sephora Professional,3.8,,4.5,4.3,13463-67-7,Titanium dioxide
5351,sephora,,,,4.5,Freshness Tonic Lotion,3.8,,3.7,4.5,13463-67-7,Titanium dioxide
5483,sephora,,,,,Nail Oh My! - Sephora Express,3.1,,,,13463-67-7,Titanium dioxide
5568,sephora,,,,,Facial Brush Grand Model,3.7,,,,13463-67-7,Titanium dioxide
5648,sephora,,,,4.5,Blush fluid frieze - Collection Sexy Sun summer 2006,2.0,,,4.0,13463-67-7,Titanium dioxide
5649,sephora,,,,4.7,Duo Bronzer Illuminator - Collection Sexy Sun summer 2006,4.5,,,4.5,13463-67-7,Titanium dioxide
5650,sephora,,,,4.7,Ultra Gloss Shine - Sun Collection Sexy summer 2006,4.0,,,4.0,13463-67-7,Titanium dioxide
5651,sephora,,,,4.6,Nail varnish - Collection Sexy Sun summer 2006,3.9,,,4.6,13463-67-7,Titanium dioxide
5652,sephora,,,,3.5,Spray Tanning Face and Body - Collection Sexy Sun summer 2006,3.0,,,3.5,13463-67-7,Titanium dioxide
5653,sephora,,,,4.3,Metallic Eye Liners,3.8,,,4.2,13463-67-7,Titanium dioxide
5654,sephora,,,,4.2,Complexion Enhancer,3.4,,,4.3,13463-67-7,Titanium dioxide
5656,sephora,,,,4.5,Sparkling sugar for Bath,3.5,4.0,4.1,4.2,13463-67-7,Titanium dioxide
5678,sephora,,,,,Mini Kabuki Brush,3.3,,,,13463-67-7,Titanium dioxide
5679,sephora,,,,,Foam Brushes Cat's Eyes! - Sephora Express,4.3,,,,13463-67-7,Titanium dioxide
5680,sephora,,,,,Shaving Foam - Sephora Men,,,4.3,,13463-67-7,Titanium dioxide
5681,sephora,,,4.5,3.8,Facial Cleansing Gel - Men Sephora,3.9,4.4,4.3,4.4,13463-67-7,Titanium dioxide
5682,sephora,,,,3.6,Gel Face Scrub - Men Sephora,3.2,,3.7,3.4,13463-67-7,Titanium dioxide
5684,sephora,,,,3.5,Alum - Sephora Men,4.0,,4.1,4.1,13463-67-7,Titanium dioxide
5774,sephora,,,,4.0,My Prettiii Blush - Sephora Piiink,3.6,,,4.4,13463-67-7,Titanium dioxide
6056,sephora,,,,4.4,Serum Dejaunisseur,3.4,,,4.3,13463-67-7,Titanium dioxide
6149,sephora,,,,3.5,Effervescent ball for Bath - Girls Sephora,1.8,3.6,3.0,3.2,13463-67-7,Titanium dioxide
6150,sephora,,,5.0,4.5,Sachet,4.3,5.0,4.8,4.8,13463-67-7,Titanium dioxide
6151,sephora,,,,5.0,Set of 3 Mini Stamps Tatoo - Sephora Girls,2.0,,,4.0,13463-67-7,Titanium dioxide
6207,sephora,4.0,5.0,,5.0,SOS Kit After Party - Sephora Express,5.0,,4.0,4.0,13463-67-7,Titanium dioxide
6209,sephora,4.0,4.0,,5.0,SOS Kit Before Speed ​​Dating - Sephora Express,4.0,,4.0,5.0,13463-67-7,Titanium dioxide
6420,sephora,,,,,Lime Glass,4.4,,,,13463-67-7,Titanium dioxide
6423,sephora,,,,,Short Lime for Feet,2.3,,,,13463-67-7,Titanium dioxide
6428,sephora,,,,4.3,Varnish Color Multi-Action,3.8,,,4.1,13463-67-7,Titanium dioxide
6461,sephora,,,,,Powder Brush Sephora,4.3,,,,13463-67-7,Titanium dioxide
6525,sephora,,,5.0,4.0,Body and Hair Cleanser - Sephora Men,3.0,5.0,4.0,4.0,13463-67-7,Titanium dioxide
6744,sephora,,,,3.6,Sequins,3.9,,,3.9,13463-67-7,Titanium dioxide
6823,sephora,,,,4.4,Colorful Mono,4.1,,,4.3,13463-67-7,Titanium dioxide
6862,sephora,,,,4.2,Colorful Palette,3.6,,,3.9,13463-67-7,Titanium dioxide
6876,sephora,,,,4.3,Compact Powder Irisee,4.0,,,4.5,13463-67-7,Titanium dioxide
6921,sephora,,,,4.3,Colorful Duo,3.1,,,3.8,13463-67-7,Titanium dioxide
6958,sephora,,,,4.4,Unifying Powder Free with applicator,3.8,,,4.5,13463-67-7,Titanium dioxide
7000,sephora,,,,4.8,Add Shimmer powder with applicator,4.4,,,4.6,13463-67-7,Titanium dioxide
7053,sephora,,,,4.2,Electro Liner,3.8,,,4.2,13463-67-7,Titanium dioxide
7055,sephora,,,,4.2,Ultra Gloss Shine,3.7,,,3.9,13463-67-7,Titanium dioxide
7076,sephora,,,,3.8,Eyebrow pencil,3.2,,,3.2,13463-67-7,Titanium dioxide
7248,sephora,,,,4.2,The French Manicure,3.4,,,4.0,13463-67-7,Titanium dioxide
7263,sephora,,,,4.1,My Preciiious Palette - Sephora Piiink,3.3,,,,13463-67-7,Titanium dioxide
7409,sephora,,,,,Case in Small Metal Model,4.0,,,,13463-67-7,Titanium dioxide
7416,sephora,,,,,Buffer block,4.1,,,,13463-67-7,Titanium dioxide
7441,sephora,,,,,Plumier kit,4.1,,,,13463-67-7,Titanium dioxide
7463,sephora,,,,4.5,Mousse Blush,4.5,,,4.5,13463-67-7,Titanium dioxide
7574,sephora,,,,4.5,Curing and Fortifying Serum,4.0,,,4.4,13463-67-7,Titanium dioxide
7629,sephora,,,,,False Eyelashes Party - Sephora Piiink My Faiiiry Lashes,4.8,,,,13463-67-7,Titanium dioxide
7635,sephora,,,,4.8,Palette Marie Antoinette,3.0,,,,13463-67-7,Titanium dioxide
7861,sephora,,,,3.9,Super Scrub Hands - Body,4.1,,4.4,4.3,13463-67-7,Titanium dioxide
7862,sephora,,,,3.8,Incredible Hand Cream SPF10 - Body,3.4,,3.7,3.8,13463-67-7,Titanium dioxide
7863,sephora,3.8,4.3,,4.0,Very Moisturizing Lotion - Body,4.0,,4.3,4.5,13463-67-7,Titanium dioxide
7866,sephora,3.4,3.8,,4.3,Whipping Cream - Body,3.8,,3.8,4.2,13463-67-7,Titanium dioxide
7867,sephora,,,,4.9,Super Fresh Tonic Water - Body,4.6,,4.4,4.7,13463-67-7,Titanium dioxide
7868,sephora,4.4,4.6,,4.0,Super Nourishing Butter Fudge - Body,4.2,,4.1,4.6,13463-67-7,Titanium dioxide
7869,sephora,,,,3.7,Sugar Scrub Super Gourmand - Body,3.8,,4.3,3.9,13463-67-7,Titanium dioxide
7870,sephora,3.8,4.1,,4.4,Sensual Bath and Massage Oil - Body,3.8,,4.5,4.5,13463-67-7,Titanium dioxide
7871,sephora,,,4.5,4.0,Ultra Silky Shower Creme - Body,3.6,4.6,3.1,4.4,13463-67-7,Titanium dioxide
7872,sephora,,,,4.4,Tonique Douceur - Face,4.6,,4.5,4.7,13463-67-7,Titanium dioxide
7873,sephora,,,,4.2,Freshness Tonic - Face,4.0,,4.0,4.3,13463-67-7,Titanium dioxide
7874,sephora,,,,3.6,Purifying Cleansing Water - Face,3.5,,3.1,3.9,13463-67-7,Titanium dioxide
7875,sephora,,,,3.8,Remover Wipes - Face,2.8,,3.2,3.6,13463-67-7,Titanium dioxide
7876,sephora,,,,3.6,Cleansing Milk - Face,4.1,,4.1,3.8,13463-67-7,Titanium dioxide
7877,sephora,,,,3.8,Cleansing Eyes - Face,2.8,,,3.4,13463-67-7,Titanium dioxide
7878,sephora,,,,4.2,Waterproof Eye Makeup Remover - Face,3.8,,,3.8,13463-67-7,Titanium dioxide
7879,sephora,,,,3.9,Fluid Remover - Face,4.1,,4.1,4.4,13463-67-7,Titanium dioxide
7880,sephora,,,,3.9,Purifying Peel Off Mask - Face,3.5,,3.6,3.3,13463-67-7,Titanium dioxide
7882,sephora,,,,3.5,Foaming Cleanser - Face,2.9,,3.0,2.4,13463-67-7,Titanium dioxide
7883,sephora,,,,3.7,Deep cleansing - Face,3.8,,3.6,3.5,13463-67-7,Titanium dioxide
7885,sephora,,,,4.2,Scrub and Mask rehydrates skin Dried - Face,4.1,,4.2,4.1,13463-67-7,Titanium dioxide
7886,sephora,,,,3.7,Scrub and Radiance Mask - Face,3.7,,3.8,3.9,13463-67-7,Titanium dioxide
7887,sephora,,,,3.6,Creme Cleanser - face,3.6,,3.3,3.9,13463-67-7,Titanium dioxide
7888,sephora,2.0,2.4,,3.9,Concealing Blemish Pen and drying - Face,2.6,,2.9,3.0,13463-67-7,Titanium dioxide
7889,sephora,,,,,Hard Cleansers - Face,4.0,,,,13463-67-7,Titanium dioxide
7890,sephora,3.9,4.1,,3.9,Repairing balm 9am - Face,3.9,,3.3,3.4,13463-67-7,Titanium dioxide
7891,sephora,3.3,3.5,4.5,4.5,Shampoo Reveil Earrings - Sephora Professional,2.8,4.5,3.5,4.0,13463-67-7,Titanium dioxide
7895,sephora,,,,4.3,Crayon Gloss,3.6,,,4.6,13463-67-7,Titanium dioxide
8094,sephora,,,,,Pliers Hair Be Removed Pointe Bias,3.8,,,,13463-67-7,Titanium dioxide
8216,sephora,,,,4.2,Eye Liner Marker,3.8,,,4.0,13463-67-7,Titanium dioxide
8342,sephora,,,,4.0,Smoothing Hydrating Foundation SPF10,3.0,,,3.5,13463-67-7,Titanium dioxide
8358,sephora,,,,4.2,Maniac Red Lips Long Lasting,3.8,,,4.1,13463-67-7,Titanium dioxide
8553,sephora,,,,4.8,Makeup Palette Grand Model,3.4,,,,13463-67-7,Titanium dioxide
8554,sephora,,,,3.8,Makeup Palette Middle Model,2.8,,,,13463-67-7,Titanium dioxide
8569,sephora,,,,4.4,Liiip My Lips Gloss Cube - Sephora Piiink,3.6,,,4.0,13463-67-7,Titanium dioxide
8701,sephora,,,,4.3,Solvent - Nails,3.7,,,4.1,13463-67-7,Titanium dioxide
8702,sephora,,,,4.7,Glitter Nail varnish,3.5,,,3.7,13463-67-7,Titanium dioxide
8703,sephora,,,,,Regrowth and Cuticle Cup,3.1,,,,13463-67-7,Titanium dioxide
8704,sephora,,,,,Cuticle Nipper,3.9,,,,13463-67-7,Titanium dioxide
8705,sephora,,,,,Lime Sapphire,5.0,,,,13463-67-7,Titanium dioxide
8706,sephora,,,,,Nail Bar Kit,4.5,,,,13463-67-7,Titanium dioxide
8707,sephora,,,,,Pliers Nails Feet,2.5,,,,13463-67-7,Titanium dioxide
8708,sephora,,,,,Nail scissors Curves,3.3,,,,13463-67-7,Titanium dioxide
